node_id,betweenness_centrality,in_degree,out_degree,clustering_coefficient,delayed_trips,avg_delay_factor,node_name,sla_breach_score,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15
IND821109AAA,0.0008103828247004,1,1,0.0,24.0,5.297619047619048,Mohania_Bhabua_D (Bihar),0.0194491877928105,5.59693264438956e-08,-1.1662972281309953e-08,6.070213613306555e-08,2.2062014525237322e-08,3.414004289069291e-09,-6.4010559866616326e-09,3.0476332056280946e-08,-4.634453258698772e-08,4.965096060866744e-09,9.17117277707115e-09,1.9703558658560712e-08,-6.682406387997385e-08,1.6121340122486062e-07,-2.583968495055537e-07,2.250436315354391e-07,-1.283464677764127e-07
IND563101AAB,0.0010106980749303,2,3,0.3333333333333333,55.0,2.74752886002886,Kolar_Ambedkar_D (Karnataka),0.055588394121167,5.59693264443596e-08,-1.1662972280488787e-08,6.070213613341951e-08,2.2062014524519624e-08,3.4140042901791585e-09,-6.401055987001285e-09,3.047633205703819e-08,-4.634453258545008e-08,4.965096059681847e-09,9.171172775728334e-09,1.9703558658599702e-08,-6.682406388394058e-08,1.612134012271491e-07,-2.583968495032272e-07,2.2504363153908533e-07,-1.283464677763473e-07
IND563131AAA,0.0,1,1,0.5,70.0,1.7013888888888888,Mulbagal_Sunku_D (Karnataka),0.0,5.596932644414156e-08,-1.1662972281028597e-08,6.070213613329367e-08,2.2062014524824384e-08,3.414004289583025e-09,-6.401055987865223e-09,3.0476332056951313e-08,-4.6344532586543455e-08,4.965096059854727e-09,9.171172775482253e-09,1.9703558658960588e-08,-6.682406388309631e-08,1.6121340122621325e-07,-2.583968495035118e-07,2.2504363153888215e-07,-1.2834646777512782e-07
IND563125AAB,0.0012060267281599,3,2,0.3333333333333333,35.0,3.0993045476536043,Chintamani_Central_D_2 (Karnataka),0.0422109354855972,5.596932644434767e-08,-1.1662972280947715e-08,6.070213613346048e-08,2.2062014524782052e-08,3.4140042907457652e-09,-6.401055987894212e-09,3.047633205735178e-08,-4.634453258468409e-08,4.9650960593628864e-09,9.171172776013688e-09,1.9703558658385403e-08,-6.682406388323197e-08,1.6121340122649206e-07,-2.5839684950395823e-07,2.250436315391438e-07,-1.2834646777467858e-07
IND691001AAB,0.0060897295561685,2,4,0.0,128.0,1.3681161236424393,Kollam_Central_H_1 (Kerala),0.7794853831895734,5.596932644444505e-08,-1.1662972282772128e-08,6.070213614125418e-08,2.2062014521073964e-08,3.414004297110377e-09,-6.4010559920877505e-09,3.047633205919092e-08,-4.6344532582932513e-08,4.9650960599438915e-09,9.17117277373884e-09,1.9703558663300126e-08,-6.682406388453763e-08,1.6121340123127856e-07,-2.583968495005037e-07,2.2504363153843576e-07,-1.2834646777869851e-07
IND691506AAA,1.4230045098296772e-05,1,1,0.0,41.0,1.5681818181818183,Kottarakkara_Amankovl_D (Kerala),0.0005834318490301,5.596932644407009e-08,-1.1662972282721254e-08,6.070213614151616e-08,2.206201452107913e-08,3.414004295422959e-09,-6.401055991484908e-09,3.047633205799238e-08,-4.634453258501092e-08,4.9650960597379094e-09,9.171172773024128e-09,1.9703558663477497e-08,-6.682406388387632e-08,1.6121340123165557e-07,-2.583968495016639e-07,2.2504363153913822e-07,-1.283464677802308e-07
IND691305AAA,0.0004163200373629,1,2,0.1666666666666666,48.0,2.351515151515152,Punalur_PostofJN_D (Kerala),0.0199833617934235,5.59693264440079e-08,-1.1662972282788272e-08,6.070213614149266e-08,2.2062014521104976e-08,3.4140042958470365e-09,-6.401055992288689e-09,3.0476332058620074e-08,-4.634453258457379e-08,4.965096059764383e-09,9.17117277330721e-09,1.9703558663594966e-08,-6.682406388498867e-08,1.6121340123119497e-07,-2.583968495014476e-07,2.2504363153838444e-07,-1.2834646778081213e-07
IND689645AAA,0.0,1,1,0.5,16.0,1.234615384615385,Pthnmthitt_Klskhrpt_D (Kerala),0.0,5.5969326444513806e-08,-1.1662972283009586e-08,6.070213614180577e-08,2.20620145210321e-08,3.4140043006822504e-09,-6.401055993192503e-09,3.047633205887577e-08,-4.634453258423701e-08,4.965096059998646e-09,9.17117277259293e-09,1.970355866369358e-08,-6.682406388515834e-08,1.6121340123148376e-07,-2.5839684950254506e-07,2.250436315374685e-07,-1.2834646778032347e-07
IND691551AAA,0.0012205000218923,2,1,0.1666666666666666,74.0,1.8916666666666664,Adoor_Town_D (Kerala),0.0903170016200359,5.596932644381651e-08,-1.166297228312805e-08,6.070213614152212e-08,2.2062014520837678e-08,3.4140042959597253e-09,-6.401055992674546e-09,3.047633205867633e-08,-4.634453258511609e-08,4.965096059588973e-09,9.171172773070851e-09,1.9703558663188112e-08,-6.68240638851961e-08,1.612134012309793e-07,-2.583968495004409e-07,2.2504363153820132e-07,-1.283464677783557e-07
IND273304AAA,0.0004082928324357,2,1,0.0,100.0,2.247619047619048,Nichlaul_Wardno13_D (Uttar Pradesh),0.0408292832435746,5.596932644464821e-08,-1.166297228202346e-08,6.07021361305309e-08,2.2062014525807862e-08,3.414004296144323e-09,-6.401055989607878e-09,3.0476332057240635e-08,-4.634453258320966e-08,4.965096059395942e-09,9.17117277607872e-09,1.9703558660462195e-08,-6.68240638802026e-08,1.6121340122694287e-07,-2.58396849506888e-07,2.2504363153624488e-07,-1.2834646777639085e-07
IND518422AAB,0.000808193586993,1,1,0.0,28.0,2.0454780361757106,Atmakur_IndraNgr_D (Andhra Pradesh),0.0226294204358042,5.596932644392619e-08,-1.1662972282322839e-08,6.070213613254722e-08,2.206201452399036e-08,3.4140042896820006e-09,-6.401055987142196e-09,3.047633205826292e-08,-4.6344532585941896e-08,4.9650960608493135e-09,9.171172777587004e-09,1.9703558657614073e-08,-6.682406388232702e-08,1.6121340122569738e-07,-2.5839684950467254e-07,2.2504363153637382e-07,-1.2834646777559755e-07
IND518102AAA,0.0008060043492855,1,1,0.0,77.0,1.875,Srisailam_Sishumdr_D (Andhra Pradesh),0.0620623348949895,5.5969326443270726e-08,-1.1662972282286825e-08,6.070213613274743e-08,2.206201452374358e-08,3.4140042890932693e-09,-6.401055987239089e-09,3.047633205792911e-08,-4.634453258636542e-08,4.965096060444807e-09,9.171172777474575e-09,1.9703558657808312e-08,-6.682406388174319e-08,1.6121340122576612e-07,-2.583968495042524e-07,2.2504363153621055e-07,-1.2834646777530157e-07
IND144001AAC,0.0,0,2,1.0,294.0,1.896733462615816,Jalandhar_Sodal Road (Punjab),0.0,5.5969326444424795e-08,-1.166297228181305e-08,6.070213613219753e-08,2.2062014524360544e-08,3.414004293767011e-09,-6.401055988161176e-09,3.0476332058123296e-08,-4.6344532582922746e-08,4.9650960600525954e-09,9.1711727768937e-09,1.970355866052305e-08,-6.682406387961858e-08,1.61213401227018e-07,-2.583968495058611e-07,2.2504363153746628e-07,-1.283464677762838e-07
IND160102AAC,0.0,1,1,0.0,112.0,1.7373015873015871,Chandigarh_Raiprvlg_L (Chandigarh),0.0,5.596932644390044e-08,-1.1662972281822335e-08,6.070213613205176e-08,2.2062014524488565e-08,3.414004294879007e-09,-6.401055988538911e-09,3.0476332058780726e-08,-4.634453258279587e-08,4.965096059569709e-09,9.171172777056452e-09,1.970355865990003e-08,-6.682406387898861e-08,1.6121340122672798e-07,-2.583968495055113e-07,2.2504363153735211e-07,-1.2834646777629728e-07
IND389001AAA,0.0008122071894566,1,1,0.0,63.0,1.5555555555555556,Godhra_DC (Gujarat),0.0511690529357677,5.596932644403865e-08,-1.1662972281280283e-08,6.070213613478891e-08,2.2062014525699094e-08,3.4140042974141893e-09,-6.401055986386486e-09,3.0476332060747536e-08,-4.634453258311698e-08,4.965096060727821e-09,9.171172778714454e-09,1.970355865621764e-08,-6.682406388009809e-08,1.612134012251581e-07,-2.5839684950488753e-07,2.2504363153420594e-07,-1.283464677768836e-07
IND389151AAA,0.0004064684676795,1,1,0.0,22.0,2.878571428571429,Dahod_DC (Gujarat),0.0089423062889501,5.596932644394201e-08,-1.166297228116387e-08,6.070213613422525e-08,2.20620145255735e-08,3.4140042987974524e-09,-6.401055987220433e-09,3.04763320612646e-08,-4.634453258316785e-08,4.965096060513724e-09,9.171172778651428e-09,1.9703558656066187e-08,-6.682406387890834e-08,1.6121340122478947e-07,-2.5839684950568226e-07,2.2504363153270458e-07,-1.2834646777729567e-07
IND631501AAA,0.0004053738488258,1,2,0.5,34.0,2.742063492063492,Kanchipuram_DC (Tamil Nadu),0.0137827108600785,5.5969326444095875e-08,-1.1662972281598715e-08,6.070213613429399e-08,2.20620145242984e-08,3.414004291805274e-09,-6.401055987072989e-09,3.047633205763484e-08,-4.6344532584510126e-08,4.965096060215853e-09,9.171172776958942e-09,1.9703558658711146e-08,-6.682406388251715e-08,1.6121340122633006e-07,-2.5839684950436936e-07,2.250436315381235e-07,-1.2834646777650457e-07
IND631003AAA,0.0,1,1,1.0,37.0,1.9285714285714288,Arakkonam_HousngBd_D (Tamil Nadu),0.0,5.596932644429373e-08,-1.1662972282045028e-08,6.070213613373434e-08,2.2062014524139435e-08,3.4140042905780444e-09,-6.401055987328249e-09,3.047633205719561e-08,-4.634453258505235e-08,4.965096060023971e-09,9.171172777012529e-09,1.9703558658330647e-08,-6.682406388302566e-08,1.6121340122664008e-07,-2.583968495033845e-07,2.2504363153809899e-07,-1.283464677754268e-07
IND382421AAA,0.0,1,2,0.6666666666666666,87.0,1.7892992424242424,Gandhinagar_DC (Gujarat),0.0,5.596932644416777e-08,-1.1662972281180153e-08,6.070213613506758e-08,2.2062014525380878e-08,3.4140042946445793e-09,-6.40105598657817e-09,3.047633205977867e-08,-4.634453258366324e-08,4.965096060699717e-09,9.171172778027277e-09,1.9703558656769475e-08,-6.682406388069939e-08,1.6121340122570765e-07,-2.5839684950505053e-07,2.2504363153674474e-07,-1.2834646777668266e-07
IND560058AAD,0.0,3,1,0.9,70.0,5.483170426065163,Bengaluru_Peenya_L (Karnataka),0.0,5.596932644393451e-08,-1.1662972281778742e-08,6.070213613433491e-08,2.2062014524370927e-08,3.4140042896721717e-09,-6.40105598665285e-09,3.047633205659462e-08,-4.634453258531007e-08,4.965096060411393e-09,9.171172776384414e-09,1.970355865864113e-08,-6.682406388309336e-08,1.6121340122707283e-07,-2.583968495043203e-07,2.2504363153760845e-07,-1.2834646777529286e-07
IND441206AAB,0.0,0,2,1.0,50.0,2.129370629370629,Brahmapuri_DhnliRth_D (Maharashtra),0.0,-1.6652525119032234e-06,4.3798677904056926e-07,-1.4891819959605103e-06,-7.024873281341261e-07,-1.815185753870474e-07,8.869945345628463e-08,-1.0280288075388298e-06,3.4210784699537786e-07,1.5754292048603666e-06,1.1748268557314673e-07,1.1260005317185876e-06,2.1574590801262578e-06,-4.982621945568093e-06,-2.3690060955938638e-07,-3.4561788658223613e-06,-1.5342587245362318e-06
IND441603AAA,0.0,2,1,0.5,3.0,1.875,Chamorshi_Central_DPP_1 (Maharashtra),0.0,-1.6652525119297882e-06,4.379867790398755e-07,-1.4891819959493963e-06,-7.024873281321512e-07,-1.815185753877358e-07,8.869945345657737e-08,-1.0280288075311447e-06,3.421078469872507e-07,1.5754292048630317e-06,1.1748268557432057e-07,1.126000531716273e-06,2.1574590801360723e-06,-4.982621945571165e-06,-2.3690060956356566e-07,-3.4561788658317664e-06,-1.5342587245460346e-06
IND403726AAA,0.0077983729462559,4,6,0.0681818181818181,333.0,1.7797419849447744,Goa_Hub (Goa),2.596858191103227,5.596932644435916e-08,-1.1662972282737661e-08,6.070213613425564e-08,2.2062014524253692e-08,3.4140042921541205e-09,-6.401055987610262e-09,3.04763320578916e-08,-4.634453258465031e-08,4.965096060021366e-09,9.171172776740357e-09,1.9703558657730315e-08,-6.682406388257058e-08,1.6121340122624112e-07,-2.5839684950384356e-07,2.2504363153663058e-07,-1.2834646777616642e-07
IND403702AAA,0.0012562215090784,1,2,0.3333333333333333,99.0,1.655252100840336,Canacona_CharRsta_D (Goa),0.1243659293987667,5.596932644377018e-08,-1.1662972282547221e-08,6.070213613476988e-08,2.2062014524404044e-08,3.41400429069306e-09,-6.401055987700973e-09,3.047633205729291e-08,-4.6344532584551346e-08,4.9650960603337525e-09,9.171172776941431e-09,1.9703558657806237e-08,-6.682406388292461e-08,1.6121340122649664e-07,-2.5839684950400826e-07,2.2504363153813694e-07,-1.2834646777562633e-07
IND600044AAD,0.0036304858648218,5,5,0.1585365853658536,134.0,2.217348700682034,Chennai_Chrompet_DPC (Tamil Nadu),0.4864851058861305,5.596932644395133e-08,-1.1662972281457434e-08,6.070213613366663e-08,2.2062014524176397e-08,3.4140042918126194e-09,-6.401055987721393e-09,3.04763320577158e-08,-4.634453258418585e-08,4.965096060044257e-09,9.171172776484045e-09,1.970355865930171e-08,-6.682406388157158e-08,1.612134012261036e-07,-2.583968495043641e-07,2.2504363153687584e-07,-1.2834646777615442e-07
IND605010AAB,0.0072412685902768,2,3,0.0,30.0,1.7400853666733886,Pondicherry_Vasanthm_I (Pondicherry),0.2172380577083059,5.5969326443907125e-08,-1.1662972281604801e-08,6.07021361346309e-08,2.2062014524215066e-08,3.4140042898155005e-09,-6.401055987105648e-09,3.047633205696197e-08,-4.634453258594208e-08,4.965096060671856e-09,9.171172776102637e-09,1.9703558658640528e-08,-6.6824063883071e-08,1.6121340122636117e-07,-2.5839684950436724e-07,2.2504363153967415e-07,-1.2834646777614807e-07
IND603102AAA,0.0004031846111184,1,1,0.0,35.0,1.88,Kalpakkam_Sadras_D (Tamil Nadu),0.0141114613891443,5.5969326444196096e-08,-1.1662972282141364e-08,6.070213613412227e-08,2.20620145244821e-08,3.4140042905128593e-09,-6.401055987538982e-09,3.047633205718787e-08,-4.6344532585091534e-08,4.965096061004761e-09,9.17117277618955e-09,1.9703558658794344e-08,-6.682406388298965e-08,1.6121340122614165e-07,-2.583968495036131e-07,2.250436315394764e-07,-1.2834646777629082e-07
IND400701AAB,0.0,2,1,1.0,51.0,2.2231570512820515,Mumbai_Pawane_L (Maharashtra),0.0,5.596932644372547e-08,-1.1662972282920528e-08,6.070213613369194e-08,2.206201452458878e-08,3.4140042944808505e-09,-6.401055988802682e-09,3.0476332059098926e-08,-4.6344532584509953e-08,4.9650960601725135e-09,9.171172777393914e-09,1.9703558658635377e-08,-6.682406388013961e-08,1.612134012255613e-07,-2.5839684950461076e-07,2.2504363153735503e-07,-1.2834646777692965e-07
IND515801AAA,0.0012128376899163,2,2,0.25,76.0,1.6073047820359647,Guntakal_Verpatem_D (Andhra Pradesh),0.0921756644336442,5.596932644374565e-08,-1.1662972281843497e-08,6.070213613383163e-08,2.206201452449273e-08,3.414004290399435e-09,-6.4010559871244095e-09,3.047633205719629e-08,-4.634453258585563e-08,4.965096060568735e-09,9.171172776147055e-09,1.9703558658426176e-08,-6.682406388170256e-08,1.6121340122608884e-07,-2.583968495045713e-07,2.2504363153761994e-07,-1.2834646777532206e-07
IND515865AAB,0.0,1,1,0.5,36.0,1.8014102564102563,Rayadurgam_RailGate_D (Andhra Pradesh),0.0,5.596932644410466e-08,-1.1662972281909827e-08,6.070213613392132e-08,2.206201452425744e-08,3.4140042908676623e-09,-6.401055987056976e-09,3.0476332057246736e-08,-4.634453258544556e-08,4.965096061077933e-09,9.171172776219428e-09,1.9703558658882637e-08,-6.682406388222413e-08,1.6121340122611523e-07,-2.58396849503403e-07,2.2504363153749368e-07,-1.283464677769681e-07
IND515761AAA,0.0012084592145015,2,1,0.3333333333333333,57.0,1.7717171717171716,Kalyandurg_Shankrpa_D (Andhra Pradesh),0.0688821752265861,5.596932644372745e-08,-1.1662972281809047e-08,6.07021361339477e-08,2.2062014524331993e-08,3.4140042930054734e-09,-6.401055987415791e-09,3.047633205815148e-08,-4.6344532584778675e-08,4.965096060431469e-09,9.171172776856117e-09,1.970355865853998e-08,-6.682406388212519e-08,1.6121340122606118e-07,-2.583968495030971e-07,2.2504363153766168e-07,-1.2834646777640946e-07
IND517644AAA,3.283856561145409e-06,1,1,0.0,30.0,2.162280701754386,Sriklahsti_SDKNgr_D (Andhra Pradesh),9.851569683436228e-05,-4.872598232133841e-08,-8.731286480643884e-07,6.717972618921142e-07,8.980042852907833e-07,-5.32414331771617e-07,2.9241997160559454e-06,-2.9237449994855616e-06,1.7424055418192601e-06,3.625240255467421e-07,4.851125305845739e-06,-2.4259765664208966e-07,2.194258667451862e-06,7.654406723837186e-06,-1.1721144568241437e-05,1.1820938229230158e-05,-1.15578810713306e-05
IND524132AAA,3.283856561145409e-06,1,1,0.0,28.0,1.5833333333333333,Venktagiri_TirupthiRd_D (Andhra Pradesh),9.194798371207146e-05,-4.8725982322854585e-08,-8.731286480631295e-07,6.717972618918813e-07,8.980042852877158e-07,-5.324143317724967e-07,2.9241997160621596e-06,-2.923744999485957e-06,1.7424055418198651e-06,3.625240255472299e-07,4.851125305840836e-06,-2.4259765663955676e-07,2.19425866745578e-06,7.654406723834875e-06,-1.1721144568275596e-05,1.1820938229228855e-05,-1.1557881071323543e-05
IND524101AAB,3.283856561145409e-06,1,1,0.0,64.0,1.9523809523809523,Gudur_Bngisheb_D (Andhra Pradesh),0.0002101668199133,-4.872598230750089e-08,-8.73128648055847e-07,6.717972618798956e-07,8.980042852839957e-07,-5.324143317665207e-07,2.9241997160626734e-06,-2.9237449994936334e-06,1.7424055418288994e-06,3.625240255539075e-07,4.851125305837982e-06,-2.4259765664293923e-07,2.1942586674702367e-06,7.654406723845995e-06,-1.1721144568290409e-05,1.182093822925312e-05,-1.1557881071311864e-05
IND505001AAB,0.0116356159785162,11,8,0.0873493975903614,93.0,1.8803044930702693,Karimnagar_KamnHbRD_I (Telangana),1.082112286002014,5.5969326444015374e-08,-1.1662972280943778e-08,6.07021361327398e-08,2.2062014524534748e-08,3.414004291839632e-09,-6.4010559876429765e-09,3.047633206057903e-08,-4.6344532586089094e-08,4.965096060842745e-09,9.171172778540555e-09,1.970355865644365e-08,-6.682406387942253e-08,1.6121340122430356e-07,-2.5839684950330993e-07,2.2504363153561763e-07,-1.283464677748861e-07
IND688524AAA,0.0,0,1,0.0,21.0,2.2337092731829573,Cherthala_Mulapali_D (Kerala),0.0,5.596932644439023e-08,-1.1662972282841903e-08,6.070213613612725e-08,2.2062014522956895e-08,3.4140042963904776e-09,-6.4010559899058655e-09,3.047633205877984e-08,-4.6344532583407375e-08,4.965096060071531e-09,9.17117277491411e-09,1.9703558660292358e-08,-6.682406388442054e-08,1.612134012290861e-07,-2.5839684950298557e-07,2.2504363153858558e-07,-1.2834646777673853e-07
IND700065AAA,0.0,2,2,1.0,48.0,2.7685821123321124,CCU_Beliaghata_DPC (West Bengal),0.0,5.596932644436179e-08,-1.1662972281720822e-08,6.07021361338853e-08,2.20620145247134e-08,3.414004291955203e-09,-6.40105598603842e-09,3.047633205620988e-08,-4.6344532588032115e-08,4.9650960597005614e-09,9.171172777141824e-09,1.9703558657957624e-08,-6.682406388269301e-08,1.612134012252385e-07,-2.5839684950415516e-07,2.2504363153899382e-07,-1.2834646777651616e-07
IND364290AAA,0.0,1,1,0.0,2.0,2.226315789473684,Bhavnagar_Mahuva_DC (Gujarat),0.0,5.5969326443775134e-08,-1.166297228198738e-08,6.070213613589786e-08,2.206201452565764e-08,3.4140042999924455e-09,-6.401055987551621e-09,3.047633206101555e-08,-4.634453258301221e-08,4.965096060415895e-09,9.171172778287626e-09,1.970355865615558e-08,-6.682406388214146e-08,1.6121340122441945e-07,-2.583968495042794e-07,2.2504363153629896e-07,-1.2834646777598748e-07
IND302004AAA,6.20284017105244e-06,1,2,0.0,17.0,1.7964285714285713,Jaipur_NgrNigam_DC (Rajasthan),0.0001054482829078,6.8215392958399716e-09,3.642436643007836e-08,-5.582477345062687e-07,-8.567768418046377e-08,2.2991824845901095e-07,5.515127073103219e-08,1.1102416157484716e-07,-6.097013593286495e-08,8.865223463080998e-07,-1.0298049808476139e-07,1.85006567307832e-07,8.647781416546909e-07,-3.0136326254142295e-07,-3.7287099038164157e-07,2.2067211980665718e-07,-6.474585755295923e-07
IND312001AAA,0.0024223915232715,2,2,0.0833333333333333,51.0,1.59375,Chittaurgarh_DC (Rajasthan),0.1235419676868514,5.596932644341964e-08,-1.1662972281419609e-08,6.070213613385225e-08,2.2062014524478576e-08,3.414004296457078e-09,-6.401055984581051e-09,3.047633205850003e-08,-4.6344532581909966e-08,4.965096059737657e-09,9.17117277732525e-09,1.9703558658556642e-08,-6.682406388036394e-08,1.612134012267313e-07,-2.5839684950535303e-07,2.250436315366955e-07,-1.283464677774675e-07
IND313324AAA,0.0020100850883722,1,1,0.5,41.0,1.7058823529411764,Rajsamand_kankroli_D (Rajasthan),0.0824134886232613,5.5969326443929234e-08,-1.1662972281351785e-08,6.070213613323865e-08,2.2062014524124513e-08,3.4140042968511324e-09,-6.401055984913593e-09,3.0476332058789666e-08,-4.6344532582187846e-08,4.965096059310582e-09,9.171172777792899e-09,1.9703558658587417e-08,-6.68240638806901e-08,1.6121340122698651e-07,-2.583968495051674e-07,2.250436315363264e-07,-1.2834646777749e-07
IND382715AAA,0.0,1,1,1.0,52.0,1.8377192982456136,Kadi_KaranNGR_D (Gujarat),0.0,5.5969326443808195e-08,-1.166297228101916e-08,6.070213613534123e-08,2.206201452533921e-08,3.414004296527722e-09,-6.401055986111271e-09,3.0476332060161654e-08,-4.634453258312681e-08,4.965096060871556e-09,9.171172778351072e-09,1.970355865664507e-08,-6.682406388148965e-08,1.612134012255876e-07,-2.583968495041371e-07,2.2504363153548144e-07,-1.2834646777636219e-07
IND521225AAB,0.0122107395835722,8,8,0.0683760683760683,309.0,1.713301959102064,Vijayawada_Rynapadu_H (Andhra Pradesh),3.7731185313238256,5.59693264434015e-08,-1.1662972281680599e-08,6.070213613361403e-08,2.2062014524330792e-08,3.414004291437783e-09,-6.401055987412256e-09,3.047633205769756e-08,-4.634453258490571e-08,4.965096060885139e-09,9.171172776867747e-09,1.9703558658680395e-08,-6.682406388076231e-08,1.612134012256727e-07,-2.5839684950432616e-07,2.2504363153647845e-07,-1.2834646777676188e-07
IND181201AAB,0.0,1,1,0.0,24.0,3.155844155844156,Akhnoor_ThthiCwk_D (Jammu & Kashmir),0.0,5.5969326444207405e-08,-1.1662972281550272e-08,6.070213613243046e-08,2.2062014524432664e-08,3.414004291782466e-09,-6.4010559875039225e-09,3.0476332057087785e-08,-4.634453258433446e-08,4.965096059981249e-09,9.171172775634692e-09,1.970355866008773e-08,-6.682406387961134e-08,1.6121340122691258e-07,-2.583968495060216e-07,2.2504363153877929e-07,-1.283464677768287e-07
IND602001AAB,0.0,0,1,0.0,22.0,2.210526315789474,Kumbakonam_Mettu_DC (Tamil Nadu),0.0,-3.1475650728112153e-07,5.181343549675321e-06,-3.5353256593293055e-06,3.3514092209515125e-06,-1.6084308856005337e-05,0.2900881872219959,-2.4908439801583992e-05,2.4056777588985875e-05,-2.529639834919539e-06,1.7106271805914647e-05,-9.398916294577169e-06,1.9529635100405557e-06,6.33477716688057e-06,-6.117875430141907e-07,-5.7116503853706775e-06,-1.0175172316245935e-05
IND609001AAA,7.297459024767576e-07,1,1,0.0,36.0,1.9821428571428568,Mylduthuri_Thiruviz_D (Tamil Nadu),2.6270852489163277e-05,-3.147565072850705e-07,5.181343549646097e-06,-3.5353256593293165e-06,3.351409221039512e-06,-1.6084308856043456e-05,0.290088187221996,-2.490843980156028e-05,2.4056777589029277e-05,-2.5296398349224623e-06,1.710627180592305e-05,-9.398916294570311e-06,1.9529635100326707e-06,6.334777166902944e-06,-6.117875430167963e-07,-5.711650385388068e-06,-1.0175172316270841e-05
IND614018AAA,7.297459024767576e-07,1,1,0.0,30.0,1.7490196078431373,Mannargudi_Vadasari_D (Tamil Nadu),2.1892377074302727e-05,-3.1475650729007583e-07,5.181343549706612e-06,-3.5353256593283475e-06,3.3514092209440205e-06,-1.6084308856097287e-05,0.2900881872219958,-2.490843980151156e-05,2.405677758910793e-05,-2.529639834924808e-06,1.71062718059652e-05,-9.39891629459686e-06,1.9529635100405976e-06,6.3347771669079925e-06,-6.117875430188811e-07,-5.711650385386713e-06,-1.017517231626939e-05
IND581119AAB,0.0,1,1,1.0,54.0,1.5127525252525251,Ukkadagatri_Tuminkte_D (Karnataka),0.0,5.5969326444139755e-08,-1.1662972282491082e-08,6.070213613396936e-08,2.2062014524654306e-08,3.4140042929646847e-09,-6.401055987216454e-09,3.047633205744314e-08,-4.6344532584302874e-08,4.965096059693953e-09,9.171172776881622e-09,1.970355865813843e-08,-6.682406388259596e-08,1.61213401226618e-07,-2.5839684950230847e-07,2.2504363153711418e-07,-1.2834646777532245e-07
IND201301AAL,0.0004101171971919,2,2,0.0,34.0,1.515521978021978,Dadri_ICDCant_D (Uttar Pradesh),0.0139439847045258,5.5969326443872384e-08,-1.1662972280835383e-08,6.070213613290299e-08,2.2062014524903072e-08,3.414004292151269e-09,-6.401055986026947e-09,3.0476332058136524e-08,-4.6344532583830984e-08,4.965096059873875e-09,9.171172776899028e-09,1.9703558659602427e-08,-6.682406387969098e-08,1.6121340122698133e-07,-2.583968495059687e-07,2.2504363153630198e-07,-1.2834646777579526e-07
IND121002AAB,0.0,1,1,0.0,163.0,1.5742997198879551,Faridabad_Mthurard_L (Haryana),0.0,5.5969326443983894e-08,-1.1662972281432304e-08,6.070213613240799e-08,2.2062014525089337e-08,3.414004291242575e-09,-6.401055985768162e-09,3.047633205734002e-08,-4.634453258524913e-08,4.965096060186475e-09,9.171172776807284e-09,1.970355865932131e-08,-6.682406388011028e-08,1.6121340122590186e-07,-2.583968495047005e-07,2.2504363153711267e-07,-1.283464677760158e-07
IND110064AAA,0.0008114774435541,2,3,0.1111111111111111,235.0,1.893482905982906,Delhi_Mayapuri_PC (Delhi),0.1906971992352263,5.596932644411504e-08,-1.1662972280541914e-08,6.070213613267781e-08,2.206201452471602e-08,3.414004287407656e-09,-6.401055987050967e-09,3.047633205582176e-08,-4.634453258628074e-08,4.9650960599165184e-09,9.171172777078763e-09,1.9703558658653088e-08,-6.682406388101482e-08,1.612134012256255e-07,-2.5839684950535964e-07,2.2504363153788138e-07,-1.2834646777557466e-07
IND713148AAA,0.0012150269276238,1,1,0.0,34.0,3.0064102564102564,Panagarh_Central_D_1 (West Bengal),0.0413109155392092,5.596932644380242e-08,-1.1662972280844956e-08,6.070213613385539e-08,2.206201452481082e-08,3.414004289987662e-09,-6.401055984751151e-09,3.047633205506269e-08,-4.634453259126496e-08,4.9650960602897845e-09,9.171172777816861e-09,1.9703558655812305e-08,-6.68240638831632e-08,1.6121340122406925e-07,-2.583968495032194e-07,2.2504363153776128e-07,-1.2834646777809484e-07
IND731204AAB,0.0,1,1,0.5,13.0,2.4285714285714284,Bolpur_WebelDPP_D (West Bengal),0.0,5.5969326443581024e-08,-1.1662972280856013e-08,6.070213613442774e-08,2.2062014525153483e-08,3.4140042886495725e-09,-6.401055984215468e-09,3.047633205462052e-08,-4.634453259226619e-08,4.965096060574846e-09,9.171172778100276e-09,1.9703558654258327e-08,-6.682406388322133e-08,1.6121340122335113e-07,-2.5839684950471145e-07,2.2504363153723337e-07,-1.2834646777819172e-07
IND731301AAA,0.0012084592145015,2,1,0.1666666666666666,55.0,1.8651515151515152,Nanoor_Central_DPP_1 (West Bengal),0.066465256797583,5.5969326444199954e-08,-1.1662972281520055e-08,6.070213613401741e-08,2.2062014524950407e-08,3.4140042898549674e-09,-6.401055985368815e-09,3.0476332054813005e-08,-4.634453259187222e-08,4.965096061107571e-09,9.171172778393533e-09,1.9703558654771136e-08,-6.682406388285313e-08,1.6121340122341132e-07,-2.583968495044552e-07,2.250436315374763e-07,-1.283464677783625e-07
